employee_ID,distance_in_m,time_in_s,CO2_in_g,category
0,3821.338828583502,547.7333932911051,191.0669414291751,public
1,4078.400891022823,287.5179953490386,498.78842897209125,car
2,4336.142568129628,1070.3570652911028,21.680712840648138,bike
3,2988.3775163968335,419.2502197580242,149.41887581984167,public
4,3508.8021080330764,245.23713978742063,429.1264978124452,car
5,3056.358542426758,192.79953355998666,373.7926497387925,car
6,3663.6158209958016,284.861176167508,448.06021490778653,car
7,3714.6649872360467,254.29177798984824,454.3035279389685,car
8,3152.653174208888,442.6200147193912,157.6326587104444,public
9,3835.5565093460605,523.5348009884065,191.77782546730302,public
10,3099.8574906872846,458.7126941336228,154.99287453436423,public
11,4063.2472898149167,547.197207380859,203.16236449074583,public
12,3889.2459663602735,278.2191027061259,475.65478168586145,car
13,4086.064334861292,706.0068481255028,204.3032167430646,public
14,3670.9886751298704,467.7833540481217,183.54943375649353,public
15,3533.721480536103,293.3170788168284,432.1741370695654,car
16,3421.0590648141397,252.15614630810666,418.39552362676926,car
17,3668.6119271101384,301.3396452334971,448.6712386855699,car
18,3563.3583070024606,248.3089657610422,435.798720946401,car
19,3370.1107682874476,283.14652767686204,412.16454696155483,car
20,3447.918082262034,497.53147041254834,172.39590411310172,public
21,4299.773712049124,259.01040186322075,525.8623249836079,car
22,3484.755061415255,481.88961728440574,174.23775307076275,public
23,3430.169544834976,267.9111363100413,419.50973533331756,car
24,3546.281728618967,533.8860824068516,177.31408643094835,public
25,3510.8843574884936,249.6890934789365,429.3811569208428,car
26,3401.744127596682,462.21736102908085,170.0872063798341,public
27,3148.2783206677327,212.79141856447555,385.0344386176637,car
28,3352.825928751403,273.09101305853727,410.05061108629656,car
29,3885.5723490132314,617.1109336073174,194.27861745066159,public
30,4088.4344343905436,415.9094510162067,500.0155313259635,car
31,3511.0712597189804,266.10941386496734,429.4040150636313,car
32,3942.2195423173266,657.5421903243146,197.11097711586632,public
33,4035.2308279235726,299.8419007794231,493.5087302550529,car
34,3482.5106268264285,241.74184763243457,425.9110496608722,car
35,3500.101725845378,538.1016186968011,175.0050862922689,public
36,3188.588539890237,417.51767296941756,159.42942699451186,public
37,3698.436972057963,599.6532444015105,184.92184860289817,public
38,3835.315685681648,571.322279065732,191.76578428408243,public
39,3247.0881494020637,259.8505565383177,397.1188806718724,car
40,3499.3181159342885,238.9651811048143,427.96660557876345,car
41,3460.7383884444735,508.80164110582666,173.03691942222366,public
42,3259.8383009075087,195.6770439123499,398.6782242009883,car
43,3626.5993743268873,447.5588518682454,181.32996871634435,public
44,3647.152342237224,250.36957446641057,446.0467314556125,car
45,3915.5414915621745,580.416709291278,195.77707457810874,public
46,3568.49484725907,249.19738652657747,436.42691981978425,car
47,3594.0655755150747,521.2952777783316,179.70327877575374,public
48,3738.8320272038654,255.44104710539003,457.25915692703273,car
49,3198.899164873798,405.1271217699155,159.9449582436899,public
50,3791.0062896167947,261.92239653970734,463.640069220134,car
51,3547.777969595241,276.9173930423699,433.89324568149794,car
52,3730.328772035912,265.88375375585696,456.21920881999205,car
53,3509.3264958401387,214.01646445136188,429.1906304412489,car
54,3627.7611877156164,639.3600820835537,181.38805938578082,public
55,3662.6129344938586,609.0598069133449,183.13064672469292,public
56,3533.340030454269,472.71459451907396,176.66700152271343,public
57,3083.790107365251,221.15520067548627,377.1475301307702,car
58,2922.3893337818076,228.17353308934338,357.40821552151505,car
59,4018.67154712767,631.6031906624976,200.9335773563835,public
60,3055.132064562393,203.48552616642385,373.64265149598066,car
61,3387.2199712154516,675.7637836214234,169.36099856077257,public
62,3141.083394628158,359.974966304698,157.0541697314079,public
63,3706.0757450131264,243.73843281796195,453.25306361510536,car
64,3618.6042086332054,254.16696288980975,442.555294715841,car
65,3626.7046555421775,312.453407971379,443.5459793728083,car
66,3769.4517136727472,287.26103850904155,461.003944582177,car
67,3302.9546657269434,465.6626541797291,165.14773328634718,public
68,4065.218104645414,1018.8855851471891,20.32609052322707,bike
69,3867.220750870483,924.2707803522013,19.336103754352415,bike
70,3505.499495216101,532.3171300155457,175.27497476080507,public
