employee_ID,distance_in_m,time_in_s,CO2_in_g,category
0,3613.068763035582,252.26740830502175,441.87830971925166,car
1,3705.61414610489,480.9924455926901,185.28070730524453,public
2,3633.792997324441,477.2695945109754,181.68964986622206,public
3,3782.5116090491692,885.1823410363537,18.912558045245845,bike
4,3593.7113605909535,497.80927453843105,179.68556802954765,public
5,3802.4387582775385,524.6930753636426,190.12193791387693,public
6,3690.8552856862034,523.7754468091473,184.54276428431015,public
7,3300.1249413738983,280.62092597755617,403.60528033002777,car
8,3067.845496719577,220.73672131524586,375.1975042488043,car
9,3574.903026338428,546.5178614233554,178.7451513169214,public
10,3442.5033909668364,771.8624894641436,17.21251695483418,bike
11,3661.2453574672895,276.6502359483273,447.77030721824946,car
12,3432.9208737220442,505.8324671921716,171.6460436861022,public
13,3414.1137562598915,556.9758551315085,170.7056878129946,public
14,3341.541071457217,241.27507142533318,408.67047303921765,car
15,3751.0223736967323,268.5611573594257,458.75003630311033,car
16,3787.3301029658637,616.8009578099692,189.3665051482932,public
17,3773.9052008920976,544.6074283778324,188.69526004460488,public
18,3286.6655810014427,406.7143738929987,164.33327905007212,public
19,3838.9424096901434,560.665507499348,191.94712048450717,public
20,3414.612069324107,446.25646863044994,170.73060346620537,public
21,3692.5740255690043,253.29900309075148,451.6018033270892,car
22,3549.6256283800017,537.3507648292849,177.48128141900008,public
23,4218.903302040859,609.4109802397679,210.94516510204292,public
24,2976.665038331711,420.8816202762692,148.83325191658554,public
25,3356.787407835578,407.5523095643158,167.8393703917789,public
26,3405.5734768681323,205.5461513639271,416.50163622097256,car
27,4313.605433486043,340.62734327106324,527.553944515343,car
28,3347.96584796996,229.967990914305,409.4562232067261,car
29,3162.502737100975,232.14907144628265,386.77408474744925,car
30,3909.076370879337,241.41966093568973,478.08004015854294,car
31,3752.1950609594965,618.3803899558221,187.6097530479748,public
32,3872.7287117540395,605.3643166082092,193.63643558770198,public
33,3554.634336696115,248.29945227036862,434.73177937793486,car
34,3752.7907333451535,275.60101980151234,458.96630668811224,car
35,3588.4585366305682,590.0788326294784,179.4229268315284,public
36,3607.2420113154103,638.5275666293259,180.36210056577053,public
